Element Name,Windows NT,Windows,Component,Redistributable,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
DdeCmpStringHandles,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeConnect,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeConnectList,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeCreateDataHandle,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeCreateStringHandle,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
DdeDisconnect,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeDisconnectList,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeEnableCallback,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeFreeDataHandle,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeFreeStringHandle,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeGetData,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeGetLastError,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeImpersonateClient,Windows NT 3.1 and later,Unsupported,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeInitialize,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
DdeKeepStringHandle,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeNameService,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdePostAdvise,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeQueryConvInfo,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeQueryNextServer,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeQueryString,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
DdeReconnect,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeSetQualityOfService,Windows NT 3.1 and later,Unsupported,Base/ipc,,Dde.h,Windows.h,User32.lib,,,,function
DdeSetUserHandle,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeUnaccessData,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeUninitialize,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DisconnectNamedPipe,Windows NT 3.1 and later,Unsupported,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
EmptyClipboard,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
EnumClipboardFormats,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
FreeDDElParam,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,User32.lib,,,,function
GetClipboardData,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
GetClipboardFormatName,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
GetClipboardOwner,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
GetClipboardSequenceNumber,Windows 2000 and later,Windows 98 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
GetClipboardViewer,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
GetMailslotInfo,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GetNamedPipeHandleState,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
GetNamedPipeInfo,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GetOpenClipboardWindow,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
GetPriorityClipboardFormat,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
ImpersonateDdeClientWindow,Windows NT 3.1 and later,Unsupported,Base/ipc,,Dde.h,Windows.h,User32.lib,,,,function
IsClipboardFormatAvailable,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
NDdeGetErrorString,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeGetShareSecurity,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeGetTrustedShare,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeIsValidAppTopicList,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeIsValidShareName,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeSetShareSecurity,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeSetTrustedShare,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeShareAdd,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeShareDel,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeShareEnum,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeShareGetInfo,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeShareSetInfo,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
NDdeTrustedShareEnum,Windows NT 3.1 and later,,Base/ipc,,Nddeapi.h,,Nddeapi.lib,,,Implemented as Unicode and ANSI versions.,function
OpenClipboard,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
PackDDElParam,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,User32.lib,,,,function
PeekNamedPipe,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
RegisterClipboardFormat,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
ReuseDDElParam,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,User32.lib,,,,function
SetClipboardData,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
SetClipboardViewer,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
SetMailslotInfo,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
SetNamedPipeHandleState,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
TransactNamedPipe,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
UnpackDDElParam,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,User32.lib,,,,function
WaitNamedPipe,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
WM_ASKCBFORMATNAME,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_CHANGECBCHAIN,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_CLEAR,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_COPY,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_COPYDATA,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_CUT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_DDE_ACK,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_ADVISE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_DATA,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_EXECUTE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_INITIATE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_POKE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_REQUEST,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_TERMINATE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DDE_UNADVISE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,message
WM_DESTROYCLIPBOARD,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_DRAWCLIPBOARD,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_HSCROLLCLIPBOARD,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_PAINTCLIPBOARD,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_PASTE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_RENDERALLFORMATS,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_RENDERFORMAT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_SIZECLIPBOARD,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
WM_VSCROLLCLIPBOARD,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,message
CONVCONTEXT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
CONVINFO,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
COPYDATASTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,,,,,structure
DDEACK,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,structure
DDEADVISE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,structure
DDEDATA,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,structure
DDEML_MSG_HOOK_DATA,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
DDEPOKE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Dde.h,Windows.h,,,,,structure
HSZPAIR,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
METAFILEPICT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Wingdi.h,Windows.h,,,,,structure
MONCBSTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
MONCONVSTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
MONERRSTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
MONHSZSTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
MONLINKSTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
MONMSGSTRUCT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,structure
NDDESHAREINFO,Windows NT 3.5 and later,,Base/ipc,,Nddeapi.h,,,,,,structure
AllocateUserPhysicalPages,Windows 2000 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
FreeUserPhysicalPages,Windows 2000 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GetProcessHeap,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GetProcessHeaps,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GetWriteWatch,Unsupported,Windows 98 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalFlags,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalFree,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalHandle,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalLock,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalMemoryStatus,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalMemoryStatusEx,Windows 2000 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalReAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalSize,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
GlobalUnlock,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapCompact,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapCreate,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapDestroy,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapFree,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapLock,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapQueryInformation,Windows XP and Windows .NET Server,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapReAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapSetInformation,Windows XP and Windows .NET Server,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapSize,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapUnlock,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapValidate,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
HeapWalk,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
IsBadCodePtr,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
IsBadReadPtr,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
IsBadStringPtr,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
IsBadWritePtr,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalFlags,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalFree,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalHandle,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalLock,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalReAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalSize,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LocalUnlock,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
MapUserPhysicalPages,Windows 2000 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
MapUserPhysicalPagesScatter,Windows 2000 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
ResetWriteWatch,Unsupported,Windows 98 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualAlloc,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualAllocEx,Windows NT 4.0 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualFree,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualFreeEx,Windows NT 4.0 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualLock,Windows NT 3.1 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualProtect,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualProtectEx,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualQuery,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualQueryEx,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
VirtualUnlock,Windows NT 3.1 and later,Windows 98 and later,Base/memory,,Winbase.h,Windows.h,Kernel32.lib,,,,function
CopyMemory,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,macro
FillMemory,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,macro
GlobalDiscard,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,macro
LocalDiscard,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,macro
MoveMemory,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,macro
ZeroMemory,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,macro
MEMORY_BASIC_INFORMATION,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winnt.h,Windows.h,,,,,structure
MEMORYSTATUS,Windows NT 3.1 and later,Windows 95 and later,Base/memory,,Winbase.h,Windows.h,,,,,structure
MEMORYSTATUSEX,Windows 2000 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,,,,,structure
PROCESS_HEAP_ENTRY,Windows NT 3.5 and later,Unsupported,Base/memory,,Winbase.h,Windows.h,,,,,structure
CounterPathCallBack,Windows NT 4.0 and later,Unsupported,Base/perfmon,,Pdh.h,,,,,,callback function
Counters,Windows 2000 and later,Unsupported,Base/perfmon,,,,,,,,collection
CreateToolhelp32Snapshot,Windows 2000 and later,Windows 95 and later,Base/perfmon,,Tlhelp32.h,,Kernel32.lib,,,,function
EmptyWorkingSet,Windows NT 4.0 and later,Unsupported,Base/perfmon,,Psapi.h,,Psapi.lib,,,,function
EnumDeviceDrivers,Windows NT 4.0 and later,Unsupported,Base/perfmon,,Psapi.h,,Psapi.lib,,,,function
